questid2,filedate,age2,mr30est
49199455,10/09/2020,15,99
82609455,10/09/2020,15,91
90809455,10/09/2020,4,91
17539455,10/09/2020,6,91
83939455,10/09/2020,15,91
72749455,10/09/2020,6,93
71849455,10/09/2020,16,93
69049455,10/09/2020,15,93
19479455,10/09/2020,15,91
18579455,10/09/2020,3,91
35490455,10/09/2020,15,91
70990455,10/09/2020,1,91
77000455,10/09/2020,13,91
25010455,10/09/2020,15,91
48330455,10/09/2020,4,91
17430455,10/09/2020,14,91
81740455,10/09/2020,15,99
57950455,10/09/2020,15,91
59560455,10/09/2020,7,91
35580455,10/09/2020,15,91
33591455,10/09/2020,15,93
49651455,10/09/2020,4,91
39461455,10/09/2020,16,91
57661455,10/09/2020,14,91
69271455,10/09/2020,6,99
79081455,10/09/2020,12,99
96902455,10/09/2020,14,93
49222455,10/09/2020,12,91
37232455,10/09/2020,10,91
59032455,10/09/2020,16,91
17372455,10/09/2020,12,91
67513455,10/09/2020,11,99
82013455,10/09/2020,15,91
17133455,10/09/2020,2,91
33243455,10/09/2020,16,93
38743455,10/09/2020,15,91
76943455,10/09/2020,1,91
83863455,10/09/2020,14,91
37273455,10/09/2020,11,93
13483455,10/09/2020,15,93
65614455,10/09/2020,15,91
85424455,10/09/2020,15,91
89834455,10/09/2020,15,93
98934455,10/09/2020,14,93
98264455,10/09/2020,8,93
57174455,10/09/2020,14,93
43384455,10/09/2020,11,93
35795555,10/09/2020,10,91
83705555,10/09/2020,3,91
71905555,10/09/2020,14,91
89105555,10/09/2020,15,91
63655555,10/09/2020,7,91
51665555,10/09/2020,5,91
67875555,10/09/2020,8,91
66975555,10/09/2020,14,91
39296555,10/09/2020,17,91
23226555,10/09/2020,11,93
71426555,10/09/2020,9,91
15836555,10/09/2020,9,93
91376555,10/09/2020,15,99
21997555,10/09/2020,15,93
35117555,10/09/2020,14,91
60427555,10/09/2020,8,91
78627555,10/09/2020,14,91
53937555,10/09/2020,15,91
21657555,10/09/2020,14,93
61898555,10/09/2020,17,93
27008555,10/09/2020,15,91
47818555,10/09/2020,13,91
51178555,10/09/2020,14,91
81988555,10/09/2020,17,91
87339555,10/09/2020,12,91
64639555,10/09/2020,2,91
73449555,10/09/2020,16,93
47289555,10/09/2020,10,99
69890555,10/09/2020,15,91
53200555,10/09/2020,12,93
73010555,10/09/2020,16,91
65140555,10/09/2020,13,99
55711555,10/09/2020,16,93
33911555,10/09/2020,13,93
91111555,10/09/2020,2,91
91921555,10/09/2020,15,99
63241555,10/09/2020,14,93
66751555,10/09/2020,2,91
57461555,10/09/2020,12,91
75422555,10/09/2020,13,93
21772555,10/09/2020,10,91
87172555,10/09/2020,12,93
39782555,10/09/2020,15,99
51913555,10/09/2020,10,93
93043555,10/09/2020,13,93
31053555,10/09/2020,7,91
72763555,10/09/2020,1,91
91294555,10/09/2020,12,93
29494555,10/09/2020,5,93
13094555,10/09/2020,12,99
75224555,10/09/2020,16,99
79634555,10/09/2020,14,99
68254555,10/09/2020,8,99
13564555,10/09/2020,16,93
61764555,10/09/2020,15,91
41574555,10/09/2020,17,91
63215655,10/09/2020,5,91
85635655,10/09/2020,9,99
29945655,10/09/2020,14,91
72406655,10/09/2020,11,91
11506655,10/09/2020,5,91
31936655,10/09/2020,16,91
85866655,10/09/2020,15,99
77476655,10/09/2020,4,93
46576655,10/09/2020,15,93
92786655,10/09/2020,4,91
69086655,10/09/2020,9,93
44397655,10/09/2020,16,93
75007655,10/09/2020,15,91
21217655,10/09/2020,13,93
83637655,10/09/2020,14,91
11547655,10/09/2020,17,91
70267655,10/09/2020,7,91
29318655,10/09/2020,12,91
27518655,10/09/2020,15,91
86238655,10/09/2020,1,91
49648655,10/09/2020,14,93
88748655,10/09/2020,15,91
45858655,10/09/2020,15,91
47468655,10/09/2020,12,91
43868655,10/09/2020,14,91
23678655,10/09/2020,15,91
47088655,10/09/2020,13,99
97899655,10/09/2020,15,93
23819655,10/09/2020,15,91
27229655,10/09/2020,7,91
17749655,10/09/2020,11,93
66849655,10/09/2020,14,91
91159655,10/09/2020,14,99
57369655,10/09/2020,17,91
13769655,10/09/2020,5,91
47179655,10/09/2020,17,93
85189655,10/09/2020,15,91
31240655,10/09/2020,11,99
39060655,10/09/2020,15,91
25080655,10/09/2020,15,99
23801655,10/09/2020,15,93
27021655,10/09/2020,15,93
93231655,10/09/2020,13,91
93941655,10/09/2020,14,91
35361655,10/09/2020,15,91
71761655,10/09/2020,15,91
58681655,10/09/2020,2,91
15792655,10/09/2020,15,93
11712655,10/09/2020,2,91
79912655,10/09/2020,15,93
18822655,10/09/2020,8,91
35932655,10/09/2020,1,91
11042655,10/09/2020,17,91
17252655,10/09/2020,12,93
93652655,10/09/2020,14,99
45072655,10/09/2020,14,93
55882655,10/09/2020,15,93
54793655,10/09/2020,12,99
11613655,10/09/2020,4,91
27343655,10/09/2020,17,91
79143655,10/09/2020,9,91
41753655,10/09/2020,10,91
47394655,10/09/2020,11,93
85304655,10/09/2020,17,91
87104655,10/09/2020,16,93
67914655,10/09/2020,1,91
68624655,10/09/2020,7,93
84024655,10/09/2020,11,93
65254655,10/09/2020,11,91
75064655,10/09/2020,13,93
90505755,10/09/2020,17,91
45005755,10/09/2020,15,91
79555755,10/09/2020,17,91
91596755,10/09/2020,14,91
92206755,10/09/2020,7,91
63726755,10/09/2020,17,93
13536755,10/09/2020,15,99
47136755,10/09/2020,13,99
87276755,10/09/2020,13,99
45286755,10/09/2020,2,91
11207755,10/09/2020,15,93
89217755,10/09/2020,14,91
97227755,10/09/2020,9,98
83627755,10/09/2020,5,91
13957755,10/09/2020,11,93
39977755,10/09/2020,3,91
99598755,10/09/2020,4,91
11918755,10/09/2020,14,91
30638755,10/09/2020,1,91
16748755,10/09/2020,4,91
99258755,10/09/2020,16,93
62958755,10/09/2020,3,91
16368755,10/09/2020,4,91
62578755,10/09/2020,13,91
39878755,10/09/2020,1,91
87699755,10/09/2020,15,93
76509755,10/09/2020,5,91
56319755,10/09/2020,2,99
33619755,10/09/2020,6,99
73429755,10/09/2020,16,91
79829755,10/09/2020,17,91
58739755,10/09/2020,11,93
37549755,10/09/2020,13,93
41769755,10/09/2020,5,91
49589755,10/09/2020,7,91
97789755,10/09/2020,17,91
73990755,10/09/2020,15,91
66400755,10/09/2020,10,91
95500755,10/09/2020,12,91
55310755,10/09/2020,14,91
29910755,10/09/2020,14,91
58770755,10/09/2020,13,99
29621755,10/09/2020,9,91
27821755,10/09/2020,14,91
15831755,10/09/2020,16,93
23031755,10/09/2020,16,91
74641755,10/09/2020,12,91
94451755,10/09/2020,7,93
79951755,10/09/2020,3,91
86681755,10/09/2020,2,91
50092755,10/09/2020,6,91
43312755,10/09/2020,15,93
30612755,10/09/2020,12,91
39522755,10/09/2020,15,99
25062755,10/09/2020,9,91
47003755,10/09/2020,13,99
51413755,10/09/2020,12,91
71223755,10/09/2020,13,91
83833755,10/09/2020,16,91
75343755,10/09/2020,11,99
11553755,10/09/2020,14,91
29373755,10/09/2020,15,91
48473755,10/09/2020,1,91
25773755,10/09/2020,11,93
35394755,10/09/2020,15,91
27714755,10/09/2020,9,93
15914755,10/09/2020,16,93
63114755,10/09/2020,13,99
29844755,10/09/2020,16,91
62354755,10/09/2020,12,99
65674755,10/09/2020,17,91
27895855,10/09/2020,16,91
61205855,10/09/2020,15,91
87225855,10/09/2020,16,93
13625855,10/09/2020,15,99
35375855,10/09/2020,15,93
64475855,10/09/2020,3,91
21775855,10/09/2020,15,93
46896855,10/09/2020,7,91
67506855,10/09/2020,12,99
73906855,10/09/2020,10,91
26416855,10/09/2020,10,91
41726855,10/09/2020,15,91
10346855,10/09/2020,1,91
61676855,10/09/2020,14,93
91486855,10/09/2020,13,99
73427855,10/09/2020,9,93
40537855,10/09/2020,1,91
97547855,10/09/2020,15,93
38257855,10/09/2020,9,91
67977855,10/09/2020,15,93
37598855,10/09/2020,13,91
47308855,10/09/2020,16,93
13518855,10/09/2020,9,91
25268855,10/09/2020,15,91
51668855,10/09/2020,15,91
75409855,10/09/2020,11,91
59009855,10/09/2020,12,91
25219855,10/09/2020,15,91
41619855,10/09/2020,16,91
27019855,10/09/2020,15,93
23229855,10/09/2020,15,91
29439855,10/09/2020,11,99
37159855,10/09/2020,11,91
31379855,10/09/2020,5,91
29389855,10/09/2020,14,91
93989855,10/09/2020,15,93
97390855,10/09/2020,14,93
86490855,10/09/2020,9,99
35590855,10/09/2020,15,91
97720855,10/09/2020,15,91
73120855,10/09/2020,16,93
85730855,10/09/2020,16,93
31650855,10/09/2020,16,93
55060855,10/09/2020,15,91
51270855,10/09/2020,7,93
64970855,10/09/2020,4,93
53070855,10/09/2020,4,93
35491855,10/09/2020,17,91
31891855,10/09/2020,11,93
79091855,10/09/2020,15,93
83211855,10/09/2020,5,91
76721855,10/09/2020,2,91
53021855,10/09/2020,4,91
79751855,10/09/2020,15,99
97571855,10/09/2020,8,91
30412855,10/09/2020,13,91
39512855,10/09/2020,14,93
51932855,10/09/2020,15,91
29652855,10/09/2020,15,93
19603855,10/09/2020,14,93
47233855,10/09/2020,17,93
75383855,10/09/2020,15,93
63583855,10/09/2020,13,91
85194855,10/09/2020,15,91
15904855,10/09/2020,2,91
17514855,10/09/2020,17,91
23724855,10/09/2020,15,91
38034855,10/09/2020,14,91
49644855,10/09/2020,1,91
87464855,10/09/2020,15,91
45895955,10/09/2020,10,91
13235955,10/09/2020,16,91
69635955,10/09/2020,15,93
67165955,10/09/2020,5,99
61385955,10/09/2020,16,93
13185955,10/09/2020,16,93
11196955,10/09/2020,16,93
39106955,10/09/2020,12,93
79916955,10/09/2020,16,91
41526955,10/09/2020,12,91
55126955,10/09/2020,13,99
92756955,10/09/2020,10,91
71476955,10/09/2020,8,99
58586955,10/09/2020,8,91
67207955,10/09/2020,15,93
85407955,10/09/2020,15,91
91807955,10/09/2020,2,91
41617955,10/09/2020,4,91
29957955,10/09/2020,14,93
61377955,10/09/2020,15,93
93987955,10/09/2020,15,99
15598955,10/09/2020,11,91
21998955,10/09/2020,15,93
25928955,10/09/2020,14,93
57868955,10/09/2020,16,91
77678955,10/09/2020,9,91
22988955,10/09/2020,15,93
23409955,10/09/2020,13,93
72509955,10/09/2020,1,91
52129955,10/09/2020,4,91
31039955,10/09/2020,15,93
65349955,10/09/2020,7,93
59949955,10/09/2020,7,93
17149955,10/09/2020,13,91
45390955,10/09/2020,17,93
80890955,10/09/2020,3,91
89700955,10/09/2020,17,91
37710955,10/09/2020,4,91
67850955,10/09/2020,16,91
39460955,10/09/2020,12,99
37660955,10/09/2020,13,93
62970955,10/09/2020,11,93
59080955,10/09/2020,14,99
84721955,10/09/2020,3,91
97231955,10/09/2020,13,93
38651955,10/09/2020,12,99
95951955,10/09/2020,15,91
57371955,10/09/2020,11,91
30692955,10/09/2020,9,91
47992955,10/09/2020,11,91
95522955,10/09/2020,9,91
26562955,10/09/2020,7,91
84572955,10/09/2020,6,91
83672955,10/09/2020,6,91
77082955,10/09/2020,12,93
81203955,10/09/2020,10,91
16133955,10/09/2020,6,99
17363955,10/09/2020,4,91
89163955,10/09/2020,3,91
41104955,10/09/2020,10,93
74614955,10/09/2020,13,91
33524955,10/09/2020,13,99
24944955,10/09/2020,13,91
77454955,10/09/2020,15,91
51484955,10/09/2020,15,91
86984955,10/09/2020,6,91
25084955,10/09/2020,15,99
43605055,10/09/2020,5,91
55215055,10/09/2020,12,91
43415055,10/09/2020,17,91
53035055,10/09/2020,14,93
16445055,10/09/2020,6,99
85355055,10/09/2020,16,93
41375055,10/09/2020,13,93
15975055,10/09/2020,16,93
17396055,10/09/2020,16,91
47536055,10/09/2020,15,93
91846055,10/09/2020,9,91
82556055,10/09/2020,3,91
53076055,10/09/2020,7,99
85497055,10/09/2020,13,99
21897055,10/09/2020,14,99
22937055,10/09/2020,4,93
19947055,10/09/2020,7,93
44257055,10/09/2020,6,6
87957055,10/09/2020,15,91
58667055,10/09/2020,13,93
69377055,10/09/2020,15,93
55587055,10/09/2020,8,93
25728055,10/09/2020,14,93
34828055,10/09/2020,15,93
32838055,10/09/2020,17,91
39848055,10/09/2020,8,93
65868055,10/09/2020,2,91
52978055,10/09/2020,12,93
81888055,10/09/2020,8,99
84399055,10/09/2020,15,99
27099055,10/09/2020,17,91
39229055,10/09/2020,15,91
37239055,10/09/2020,7,93
21839055,10/09/2020,15,91
84679055,10/09/2020,4,91
48220055,10/09/2020,2,91
69930055,10/09/2020,6,93
37840055,10/09/2020,9,91
39260055,10/09/2020,17,91
73860055,10/09/2020,13,93
88170055,10/09/2020,2,91
80591055,10/09/2020,8,91
19401055,10/09/2020,15,91
31821055,10/09/2020,15,93
15181055,10/09/2020,11,99
43522055,10/09/2020,15,91
87122055,10/09/2020,11,93
89732055,10/09/2020,5,91
47642055,10/09/2020,5,91
89062055,10/09/2020,12,91
31293055,10/09/2020,15,91
35413055,10/09/2020,9,91
33613055,10/09/2020,6,91
88113055,10/09/2020,2,91
67833055,10/09/2020,12,91
19343055,10/09/2020,15,91
21953055,10/09/2020,14,91
11763055,10/09/2020,13,93
15794055,10/09/2020,17,91
77924055,10/09/2020,16,91
99244055,10/09/2020,9,99
51044055,10/09/2020,17,91
36354055,10/09/2020,2,91
21415165,10/09/2020,15,99
61745165,10/09/2020,17,93
30655165,10/09/2020,4,99
28665165,10/09/2020,16,93
55965165,10/09/2020,17,91
11985165,10/09/2020,15,91
93926165,10/09/2020,15,91
71936165,10/09/2020,14,93
65246165,10/09/2020,15,93
11646165,10/09/2020,10,93
67856165,10/09/2020,14,93
86956165,10/09/2020,11,93
14966165,10/09/2020,1,91
87807165,10/09/2020,6,93
85007165,10/09/2020,15,99
39417165,10/09/2020,16,93
77617165,10/09/2020,6,99
15817165,10/09/2020,15,99
60127165,10/09/2020,5,91
17237165,10/09/2020,11,91
34537165,10/09/2020,15,91
33637165,10/09/2020,16,93
63347165,10/09/2020,11,91
38657165,10/09/2020,11,91
89367165,10/09/2020,15,91
98087165,10/09/2020,2,91
17187165,10/09/2020,16,93
75908165,10/09/2020,15,91
73248165,10/09/2020,15,93
87468165,10/09/2020,16,93
45668165,10/09/2020,15,91
51068165,10/09/2020,15,91
45478165,10/09/2020,15,91
38178165,10/09/2020,8,99
69409165,10/09/2020,16,91
27609165,10/09/2020,16,93
57229165,10/09/2020,6,99
45239165,10/09/2020,11,91
69549165,10/09/2020,4,91
91779165,10/09/2020,17,93
15510165,10/09/2020,15,93
73710165,10/09/2020,13,99
59250165,10/09/2020,13,91
41480165,10/09/2020,7,91
25891165,10/09/2020,13,91
13091165,10/09/2020,16,93
82191165,10/09/2020,3,91
91001165,10/09/2020,15,91
50721165,10/09/2020,5,91
11431165,10/09/2020,14,93
74461165,10/09/2020,12,91
32661165,10/09/2020,11,99
79961165,10/09/2020,15,99
58871165,10/09/2020,3,91
71192165,10/09/2020,15,91
56402165,10/09/2020,15,91
60622165,10/09/2020,2,91
79052165,10/09/2020,17,91
58152165,10/09/2020,15,91
83462165,10/09/2020,5,91
76113165,10/09/2020,4,91
45833165,10/09/2020,15,93
25163165,10/09/2020,6,91
11373165,10/09/2020,15,93
47583165,10/09/2020,16,99
87394165,10/09/2020,16,91
41704165,10/09/2020,4,93
59714165,10/09/2020,15,91
89524165,10/09/2020,16,91
38624165,10/09/2020,15,91
83124165,10/09/2020,10,91
67534165,10/09/2020,15,91
13644165,10/09/2020,7,91
47484165,10/09/2020,17,93
23495265,10/09/2020,14,93
51405265,10/09/2020,11,93
55815265,10/09/2020,11,93
67945265,10/09/2020,14,99
44055265,10/09/2020,16,93
36285265,10/09/2020,4,93
15196265,10/09/2020,11,91
87516265,10/09/2020,12,91
51116265,10/09/2020,13,93
45336265,10/09/2020,9,93
53536265,10/09/2020,14,93
23246265,10/09/2020,14,91
50546265,10/09/2020,8,91
47846265,10/09/2020,12,93
19076265,10/09/2020,14,93
76186265,10/09/2020,11,91
67607265,10/09/2020,2,91
86707265,10/09/2020,7,91
73817265,10/09/2020,15,93
53437265,10/09/2020,16,93
89977265,10/09/2020,6,91
52298265,10/09/2020,10,93
41398265,10/09/2020,15,93
77508265,10/09/2020,14,99
42008265,10/09/2020,10,91
99928265,10/09/2020,3,91
61538265,10/09/2020,14,99
85138265,10/09/2020,12,91
47458265,10/09/2020,15,93
53858265,10/09/2020,15,91
97699265,10/09/2020,7,91
94999265,10/09/2020,13,93
41009265,10/09/2020,15,91
85229265,10/09/2020,15,91
47029265,10/09/2020,15,91
65039265,10/09/2020,15,93
65369265,10/09/2020,15,93
77169265,10/09/2020,16,93
81389265,10/09/2020,6,91
40489265,10/09/2020,10,91
63320265,10/09/2020,16,93
67920265,10/09/2020,16,91
19860265,10/09/2020,14,99
58770265,10/09/2020,10,91
29291265,10/09/2020,14,93
16301265,10/09/2020,5,91
16111265,10/09/2020,17,91
57631265,10/09/2020,14,91
62131265,10/09/2020,3,91
25541265,10/09/2020,15,91
57151265,10/09/2020,15,91
19761265,10/09/2020,9,99
37961265,10/09/2020,6,93
28671265,10/09/2020,5,99
16681265,10/09/2020,2,91
14692265,10/09/2020,15,99
64402265,10/09/2020,12,99
41702265,10/09/2020,2,91
81842265,10/09/2020,15,99
91652265,10/09/2020,17,91
59852265,10/09/2020,5,99
37482265,10/09/2020,14,93
57293265,10/09/2020,5,91
79613265,10/09/2020,15,91
47143265,10/09/2020,5,91
43973265,10/09/2020,16,93
38283265,10/09/2020,8,99
51794265,10/09/2020,13,99
13114265,10/09/2020,17,91
27524265,10/09/2020,15,99
50034265,10/09/2020,5,91
76954265,10/09/2020,1,91
14154265,10/09/2020,14,93
21264265,10/09/2020,15,91
30174265,10/09/2020,4,91
85484265,10/09/2020,15,93
19215365,10/09/2020,10,99
75615365,10/09/2020,10,93
94715365,10/09/2020,11,93
61775365,10/09/2020,14,93
48406365,10/09/2020,7,93
37316365,10/09/2020,2,91
25516365,10/09/2020,15,91
71536365,10/09/2020,7,91
90156365,10/09/2020,12,93
75276365,10/09/2020,14,91
42386365,10/09/2020,1,91
73617365,10/09/2020,16,91
32717365,10/09/2020,4,91
69637365,10/09/2020,10,91
78257365,10/09/2020,14,91
89157365,10/09/2020,15,91
14277365,10/09/2020,12,99
97598365,10/09/2020,11,99
11908365,10/09/2020,14,91
76218365,10/09/2020,4,91
15318365,10/09/2020,15,91
31718365,10/09/2020,15,93
67928365,10/09/2020,3,91
90148365,10/09/2020,1,91
31858365,10/09/2020,15,91
88968365,10/09/2020,5,91
50578365,10/09/2020,15,91
77209365,10/09/2020,1,91
67829365,10/09/2020,11,93
82849365,10/09/2020,1,91
10669365,10/09/2020,6,91
81379365,10/09/2020,17,99
49389365,10/09/2020,17,93
99710365,10/09/2020,11,99
31320365,10/09/2020,11,99
17720365,10/09/2020,16,91
43930365,10/09/2020,14,91
47240365,10/09/2020,15,93
86340365,10/09/2020,2,91
30940365,10/09/2020,8,93
98140365,10/09/2020,10,91
75250365,10/09/2020,3,91
87001365,10/09/2020,3,98
33541365,10/09/2020,17,93
83161365,10/09/2020,5,99
86671365,10/09/2020,1,91
49992365,10/09/2020,16,91
43112365,10/09/2020,15,91
34342365,10/09/2020,3,91
97042365,10/09/2020,12,91
19462365,10/09/2020,13,93
57472365,10/09/2020,13,93
51882365,10/09/2020,16,91
15003365,10/09/2020,8,91
67613365,10/09/2020,6,99
27753365,10/09/2020,15,93
67563365,10/09/2020,7,93
19173365,10/09/2020,13,93
90883365,10/09/2020,4,91
69983365,10/09/2020,3,93
73394365,10/09/2020,13,93
73104365,10/09/2020,2,91
62014365,10/09/2020,11,93
38034365,10/09/2020,1,91
95664365,10/09/2020,12,93
11874365,10/09/2020,3,91
70974365,10/09/2020,2,91
35284365,10/09/2020,11,99
83484365,10/09/2020,16,91
97695465,10/09/2020,14,91
53095465,10/09/2020,14,91
86645465,10/09/2020,6,91
71145465,10/09/2020,1,91
11955465,10/09/2020,15,93
13375465,10/09/2020,15,99
38685465,10/09/2020,12,93
93996465,10/09/2020,15,93
95316465,10/09/2020,16,93
28016465,10/09/2020,4,91
61336465,10/09/2020,15,93
63276465,10/09/2020,16,91
57876465,10/09/2020,15,91
16976465,10/09/2020,2,91
32997465,10/09/2020,1,91
60907465,10/09/2020,8,99
89817465,10/09/2020,17,91
37827465,10/09/2020,17,93
65547465,10/09/2020,12,91
74457465,10/09/2020,3,91
27157465,10/09/2020,15,91
97777465,10/09/2020,12,93
84077465,10/09/2020,3,91
31708465,10/09/2020,11,93
49338465,10/09/2020,3,91
13648465,10/09/2020,5,91
11658465,10/09/2020,15,91
89858465,10/09/2020,17,91
97058465,10/09/2020,7,91
30378465,10/09/2020,5,91
85878465,10/09/2020,5,93
72988465,10/09/2020,7,91
61899465,10/09/2020,7,93
53409465,10/09/2020,15,91
85829465,10/09/2020,15,91
36539465,10/09/2020,12,99
45349465,10/09/2020,13,91
99759465,10/09/2020,15,99
47579465,10/09/2020,15,91
71989465,10/09/2020,8,93
16290465,10/09/2020,10,93
63590465,10/09/2020,11,99
10600465,10/09/2020,8,91
23920465,10/09/2020,17,91
21930465,10/09/2020,15,91
47850465,10/09/2020,3,91
26950465,10/09/2020,11,91
71070465,10/09/2020,11,93
75480465,10/09/2020,13,91
91691465,10/09/2020,17,91
50311465,10/09/2020,5,93
58511465,10/09/2020,14,93
18321465,10/09/2020,12,93
73341465,10/09/2020,9,99
47561465,10/09/2020,11,93
56471465,10/09/2020,10,91
25381465,10/09/2020,15,91
12012465,10/09/2020,4,91
59452465,10/09/2020,14,93
37462465,10/09/2020,16,91
27893465,10/09/2020,11,99
75803465,10/09/2020,13,93
41013465,10/09/2020,14,93
29023465,10/09/2020,14,93
68123465,10/09/2020,3,91
33143465,10/09/2020,13,99
69353465,10/09/2020,15,93
29973465,10/09/2020,7,91
21583465,10/09/2020,17,93
27983465,10/09/2020,4,91
43194465,10/09/2020,17,91
65704465,10/09/2020,15,91
65514465,10/09/2020,16,93
82814465,10/09/2020,7,91
15134465,10/09/2020,13,91
70344465,10/09/2020,5,91
24564465,10/09/2020,12,91
24184465,10/09/2020,5,91
45405565,10/09/2020,17,91
61805565,10/09/2020,17,91
58105565,10/09/2020,2,91
50715565,10/09/2020,1,91
89815565,10/09/2020,15,93
11425565,10/09/2020,17,91
87825565,10/09/2020,15,93
81996565,10/09/2020,13,99
15306565,10/09/2020,15,93
31706565,10/09/2020,13,93
39716565,10/09/2020,5,91
53646565,10/09/2020,12,91
12366565,10/09/2020,2,91
65686565,10/09/2020,16,93
71086565,10/09/2020,16,99
67817565,10/09/2020,16,91
84447565,10/09/2020,5,93
20467565,10/09/2020,3,91
79998565,10/09/2020,15,91
87718565,10/09/2020,15,91
75918565,10/09/2020,14,93
20558565,10/09/2020,16,93
65868565,10/09/2020,15,99
13878565,10/09/2020,6,91
31219565,10/09/2020,17,91
23829565,10/09/2020,11,93
91839565,10/09/2020,7,99
59039565,10/09/2020,14,93
81590565,10/09/2020,16,93
19500565,10/09/2020,12,91
57650565,10/09/2020,12,91
38360565,10/09/2020,10,91
86560565,10/09/2020,2,91
71060565,10/09/2020,17,93
77270565,10/09/2020,14,93
88791565,10/09/2020,10,99
68931565,10/09/2020,11,93
89541565,10/09/2020,15,93
45941565,10/09/2020,6,91
73951565,10/09/2020,14,99
21151565,10/09/2020,13,91
83761565,10/09/2020,5,93
60681565,10/09/2020,7,91
47502565,10/09/2020,14,91
48212565,10/09/2020,14,99
43522565,10/09/2020,15,91
47262565,10/09/2020,2,91
91003565,10/09/2020,6,91
11623565,10/09/2020,15,91
89823565,10/09/2020,15,91
10533565,10/09/2020,10,91
68873565,10/09/2020,5,91
18824565,10/09/2020,4,91
17254565,10/09/2020,12,99
79484565,10/09/2020,15,93
73595665,10/09/2020,11,91
52215665,10/09/2020,13,93
58425665,10/09/2020,1,91
15245665,10/09/2020,14,91
39845665,10/09/2020,14,91
36955665,10/09/2020,4,91
91885665,10/09/2020,4,91
79606665,10/09/2020,16,91
15006665,10/09/2020,14,93
43016665,10/09/2020,16,93
43966665,10/09/2020,16,93
49176665,10/09/2020,15,91
74486665,10/09/2020,2,91
68086665,10/09/2020,14,93
25197665,10/09/2020,15,91
35337665,10/09/2020,17,91
37137665,10/09/2020,12,99
41257665,10/09/2020,15,91
25857665,10/09/2020,8,91
95477665,10/09/2020,12,93
53677665,10/09/2020,12,99
91877665,10/09/2020,7,98
89698665,10/09/2020,16,91
76708665,10/09/2020,4,91
39218665,10/09/2020,5,91
47558665,10/09/2020,15,93
65568665,10/09/2020,14,93
23388665,10/09/2020,12,93
39599665,10/09/2020,17,93
69309665,10/09/2020,11,91
37319665,10/09/2020,8,99
35519665,10/09/2020,16,93
33719665,10/09/2020,16,93
51729665,10/09/2020,14,91
32439665,10/09/2020,5,91
33859665,10/09/2020,12,93
21059665,10/09/2020,1,91
75279665,10/09/2020,17,93
77079665,10/09/2020,12,91
13289665,10/09/2020,11,93
75890665,10/09/2020,12,91
91810665,10/09/2020,12,93
57540665,10/09/2020,15,91
83940665,10/09/2020,16,93
15360665,10/09/2020,15,91
94270665,10/09/2020,15,93
45170665,10/09/2020,17,93
88680665,10/09/2020,1,91
76831665,10/09/2020,2,91
23651665,10/09/2020,15,91
69861665,10/09/2020,11,91
82992665,10/09/2020,6,99
33032665,10/09/2020,16,93
33742665,10/09/2020,16,91
82842665,10/09/2020,8,99
76252665,10/09/2020,15,91
29952665,10/09/2020,11,99
97772665,10/09/2020,15,91
89382665,10/09/2020,7,93
38482665,10/09/2020,4,91
53503665,10/09/2020,14,93
19523665,10/09/2020,17,91
38433665,10/09/2020,1,98
87053665,10/09/2020,15,91
95873665,10/09/2020,15,91
95204665,10/09/2020,14,91
16104665,10/09/2020,9,99
59424665,10/09/2020,17,91
57434665,10/09/2020,15,91
43544665,10/09/2020,15,91
79944665,10/09/2020,17,93
75154665,10/09/2020,12,91
52264665,10/09/2020,5,91
49795765,10/09/2020,11,99
57705765,10/09/2020,15,91
83105765,10/09/2020,6,99
15715765,10/09/2020,16,91
13915765,10/09/2020,15,91
85525765,10/09/2020,14,93
71255765,10/09/2020,15,91
54955765,10/09/2020,6,91
16565765,10/09/2020,2,91
29075765,10/09/2020,15,99
11685765,10/09/2020,14,91
69696765,10/09/2020,6,91
38126765,10/09/2020,7,99
89307765,10/09/2020,10,91
91107765,10/09/2020,15,91
75517765,10/09/2020,16,93
59927765,10/09/2020,15,91
27937765,10/09/2020,11,99
87457765,10/09/2020,1,91
55467765,10/09/2020,12,93
53808765,10/09/2020,2,91
77218765,10/09/2020,13,91
93618765,10/09/2020,15,93
43238765,10/09/2020,7,99
40248765,10/09/2020,14,99
59348765,10/09/2020,1,91
11148765,10/09/2020,12,99
43378765,10/09/2020,13,91
66078765,10/09/2020,2,91
58209765,10/09/2020,2,91
69729765,10/09/2020,14,93
66839765,10/09/2020,11,99
63139765,10/09/2020,11,93
55690765,10/09/2020,16,93
43890765,10/09/2020,5,91
63410765,10/09/2020,5,91
84450765,10/09/2020,2,91
36870765,10/09/2020,13,91
63170765,10/09/2020,13,91
99901765,10/09/2020,10,91
33311765,10/09/2020,11,91
82221765,10/09/2020,1,91
52741765,10/09/2020,8,93
93261765,10/09/2020,16,91
33071765,10/09/2020,13,93
59281765,10/09/2020,3,91
37481765,10/09/2020,15,91
74781765,10/09/2020,1,91
81081765,10/09/2020,16,93
79092765,10/09/2020,15,91
40512765,10/09/2020,12,91
31222765,10/09/2020,15,93
85342765,10/09/2020,6,91
57952765,10/09/2020,16,91
40272765,10/09/2020,6,91
25772765,10/09/2020,12,99
52072765,10/09/2020,14,93
57713765,10/09/2020,13,93
38423765,10/09/2020,9,93
45533765,10/09/2020,15,98
79273765,10/09/2020,15,91
33873765,10/09/2020,15,93
23683765,10/09/2020,11,91
