questid2,filedate,age2,mr30est
29944919,10/09/2020,16,93
71554919,10/09/2020,15,91
89564919,10/09/2020,6,91
58664919,10/09/2020,17,91
57384919,10/09/2020,15,91
77995019,10/09/2020,12,91
17705019,10/09/2020,11,91
45525019,10/09/2020,16,91
54625019,10/09/2020,2,91
67135019,10/09/2020,15,91
67275019,10/09/2020,11,91
43296019,10/09/2020,9,93
18506019,10/09/2020,2,91
63006019,10/09/2020,13,93
95616019,10/09/2020,17,91
98646019,10/09/2020,1,91
19166019,10/09/2020,15,93
51917019,10/09/2020,15,93
99117019,10/09/2020,15,93
83527019,10/09/2020,16,91
45137019,10/09/2020,15,93
59257019,10/09/2020,14,91
21867019,10/09/2020,12,91
95277019,10/09/2020,15,93
70587019,10/09/2020,4,91
18787019,10/09/2020,11,99
17698019,10/09/2020,4,99
11008019,10/09/2020,6,99
80108019,10/09/2020,2,91
94138019,10/09/2020,17,91
45368019,10/09/2020,14,91
10868019,10/09/2020,8,99
73378019,10/09/2020,17,91
50299019,10/09/2020,3,91
20389019,10/09/2020,9,93
57490019,10/09/2020,6,91
16590019,10/09/2020,9,93
83890019,10/09/2020,11,93
57200019,10/09/2020,12,91
26300019,10/09/2020,15,93
75210019,10/09/2020,8,91
31610019,10/09/2020,7,91
51420019,10/09/2020,16,93
43740019,10/09/2020,14,91
51560019,10/09/2020,3,93
37960019,10/09/2020,17,91
57101019,10/09/2020,5,93
31511019,10/09/2020,15,93
86341019,10/09/2020,5,99
85202019,10/09/2020,14,99
65632019,10/09/2020,15,99
58042019,10/09/2020,3,91
17952019,10/09/2020,15,99
46482019,10/09/2020,1,91
95393019,10/09/2020,13,93
15103019,10/09/2020,15,91
42213019,10/09/2020,6,93
81313019,10/09/2020,13,99
75913019,10/09/2020,8,93
43113019,10/09/2020,16,93
79323019,10/09/2020,17,91
67333019,10/09/2020,16,91
27614019,10/09/2020,6,91
37424019,10/09/2020,17,91
74724019,10/09/2020,4,91
61354019,10/09/2020,16,93
79364019,10/09/2020,15,91
14674019,10/09/2020,2,91
17505129,10/09/2020,11,91
52005129,10/09/2020,6,93
77315129,10/09/2020,15,93
13525129,10/09/2020,5,99
13335129,10/09/2020,15,99
87935129,10/09/2020,10,91
37645129,10/09/2020,15,91
90155129,10/09/2020,3,91
37075129,10/09/2020,15,93
89496129,10/09/2020,17,91
85896129,10/09/2020,9,91
83096129,10/09/2020,12,99
82906129,10/09/2020,1,91
89826129,10/09/2020,15,99
17836129,10/09/2020,10,91
94136129,10/09/2020,16,93
74846129,10/09/2020,11,93
53946129,10/09/2020,13,91
26266129,10/09/2020,4,97
61766129,10/09/2020,15,91
56076129,10/09/2020,3,91
85797129,10/09/2020,14,91
77307129,10/09/2020,14,91
45507129,10/09/2020,15,93
75317129,10/09/2020,12,93
63467129,10/09/2020,16,93
27067129,10/09/2020,12,91
68398129,10/09/2020,12,91
11098129,10/09/2020,16,91
67348129,10/09/2020,14,91
88058129,10/09/2020,3,91
77158129,10/09/2020,3,91
76688129,10/09/2020,17,91
56499129,10/09/2020,13,93
13799129,10/09/2020,15,93
50619129,10/09/2020,15,99
41329129,10/09/2020,11,93
32749129,10/09/2020,2,91
59049129,10/09/2020,10,91
35069129,10/09/2020,2,91
49289129,10/09/2020,13,93
17489129,10/09/2020,16,93
64789129,10/09/2020,3,91
38710129,10/09/2020,4,99
67430129,10/09/2020,14,99
75630129,10/09/2020,15,99
41740129,10/09/2020,14,91
67901129,10/09/2020,13,93
87521129,10/09/2020,16,93
27041129,10/09/2020,15,93
28371129,10/09/2020,10,91
23871129,10/09/2020,17,91
29742129,10/09/2020,15,91
51352129,10/09/2020,17,91
44293129,10/09/2020,15,91
92493129,10/09/2020,15,99
83533129,10/09/2020,14,91
73243129,10/09/2020,15,93
23863129,10/09/2020,16,93
27273129,10/09/2020,14,91
58983129,10/09/2020,1,91
50734129,10/09/2020,5,99
36844129,10/09/2020,4,91
89354129,10/09/2020,9,91
15754129,10/09/2020,9,99
95564129,10/09/2020,7,91
32484129,10/09/2020,3,91
43995229,10/09/2020,17,93
15645229,10/09/2020,7,99
17875229,10/09/2020,6,91
86975229,10/09/2020,1,91
67685229,10/09/2020,13,93
83085229,10/09/2020,1,91
92185229,10/09/2020,2,91
73896229,10/09/2020,13,93
99816229,10/09/2020,12,99
37016229,10/09/2020,15,91
52466229,10/09/2020,8,93
59576229,10/09/2020,15,93
25927229,10/09/2020,16,99
20237229,10/09/2020,12,91
85737229,10/09/2020,16,91
11277229,10/09/2020,12,93
79287229,10/09/2020,14,99
47487229,10/09/2020,16,91
37818229,10/09/2020,6,91
18528229,10/09/2020,3,91
19568229,10/09/2020,7,91
52078229,10/09/2020,4,91
77199229,10/09/2020,13,91
99709229,10/09/2020,15,91
79329229,10/09/2020,12,93
71939229,10/09/2020,5,91
35249229,10/09/2020,14,91
11459229,10/09/2020,4,91
87289229,10/09/2020,2,91
71889229,10/09/2020,14,93
41210229,10/09/2020,15,93
47610229,10/09/2020,11,91
98320229,10/09/2020,12,91
75620229,10/09/2020,11,99
34720229,10/09/2020,10,93
39550229,10/09/2020,14,93
13960229,10/09/2020,15,93
22060229,10/09/2020,11,93
35570229,10/09/2020,4,93
86091229,10/09/2020,7,91
67321229,10/09/2020,6,91
95521229,10/09/2020,15,91
19931229,10/09/2020,14,93
14141229,10/09/2020,2,91
69451229,10/09/2020,15,91
73051229,10/09/2020,16,93
12151229,10/09/2020,15,93
45661229,10/09/2020,16,91
65471229,10/09/2020,5,93
91871229,10/09/2020,10,93
48171229,10/09/2020,4,91
15281229,10/09/2020,14,93
47081229,10/09/2020,12,99
97412229,10/09/2020,16,93
29022229,10/09/2020,3,91
11632229,10/09/2020,7,91
97552229,10/09/2020,15,93
50682229,10/09/2020,11,91
12003229,10/09/2020,5,91
69873229,10/09/2020,15,99
31294229,10/09/2020,15,91
56794229,10/09/2020,11,93
79204229,10/09/2020,17,93
36314229,10/09/2020,6,93
53614229,10/09/2020,15,93
87164229,10/09/2020,15,91
71384229,10/09/2020,16,93
15984229,10/09/2020,16,91
75595329,10/09/2020,12,93
55305329,10/09/2020,2,91
67105329,10/09/2020,12,93
57915329,10/09/2020,15,93
47725329,10/09/2020,15,91
70235329,10/09/2020,3,91
57055329,10/09/2020,15,91
50375329,10/09/2020,12,93
34975329,10/09/2020,2,91
43885329,10/09/2020,17,91
22796329,10/09/2020,11,91
91896329,10/09/2020,11,99
17006329,10/09/2020,2,91
75636329,10/09/2020,15,91
61746329,10/09/2020,13,93
83166329,10/09/2020,8,91
49376329,10/09/2020,8,91
57576329,10/09/2020,14,91
87386329,10/09/2020,16,91
21507329,10/09/2020,16,93
19707329,10/09/2020,14,91
38807329,10/09/2020,4,91
27337329,10/09/2020,13,91
63257329,10/09/2020,15,93
73067329,10/09/2020,11,93
14398329,10/09/2020,9,93
29898329,10/09/2020,12,99
71218329,10/09/2020,16,91
51548329,10/09/2020,15,93
46048329,10/09/2020,3,91
85148329,10/09/2020,12,93
47329329,10/09/2020,6,99
55529329,10/09/2020,12,91
40029329,10/09/2020,1,93
23539329,10/09/2020,14,93
43249329,10/09/2020,16,93
27659329,10/09/2020,15,91
47469329,10/09/2020,9,91
83869329,10/09/2020,1,99
51069329,10/09/2020,16,91
97279329,10/09/2020,3,91
69889329,10/09/2020,14,91
59210329,10/09/2020,11,91
83810329,10/09/2020,17,91
55230329,10/09/2020,16,93
17740329,10/09/2020,17,91
40250329,10/09/2020,3,91
24850329,10/09/2020,3,91
57360329,10/09/2020,15,91
76270329,10/09/2020,2,91
80870329,10/09/2020,6,91
53380329,10/09/2020,16,91
47791329,10/09/2020,1,91
71911329,10/09/2020,13,93
35321329,10/09/2020,12,93
89921329,10/09/2020,14,99
41531329,10/09/2020,17,93
51861329,10/09/2020,14,99
73471329,10/09/2020,15,91
29871329,10/09/2020,5,99
64181329,10/09/2020,12,93
49012329,10/09/2020,15,91
97832329,10/09/2020,15,91
37352329,10/09/2020,13,99
63752329,10/09/2020,6,91
63372329,10/09/2020,8,99
12803329,10/09/2020,17,91
28013329,10/09/2020,3,91
40433329,10/09/2020,1,91
35643329,10/09/2020,16,93
73273329,10/09/2020,15,91
87683329,10/09/2020,15,91
71094329,10/09/2020,15,93
21804329,10/09/2020,13,91
63414329,10/09/2020,15,91
13224329,10/09/2020,15,93
85024329,10/09/2020,4,91
99434329,10/09/2020,15,93
63034329,10/09/2020,11,91
57344329,10/09/2020,15,99
57964329,10/09/2020,14,91
75164329,10/09/2020,17,99
44495429,10/09/2020,2,91
69705429,10/09/2020,9,91
78805429,10/09/2020,15,93
92215429,10/09/2020,5,91
33925429,10/09/2020,15,91
57045429,10/09/2020,14,91
84775429,10/09/2020,5,91
13685429,10/09/2020,4,91
69085429,10/09/2020,3,91
23496429,10/09/2020,15,91
30506429,10/09/2020,6,91
29746429,10/09/2020,13,93
67756429,10/09/2020,12,93
75766429,10/09/2020,15,93
87657429,10/09/2020,17,91
11638429,10/09/2020,14,91
93148429,10/09/2020,14,91
25519429,10/09/2020,17,91
55849429,10/09/2020,13,91
72149429,10/09/2020,4,91
17459429,10/09/2020,15,91
84759429,10/09/2020,12,91
84379429,10/09/2020,15,99
10779429,10/09/2020,16,93
63090429,10/09/2020,15,93
92900429,10/09/2020,9,93
49010429,10/09/2020,13,93
27830429,10/09/2020,12,99
35550429,10/09/2020,15,93
43560429,10/09/2020,11,91
60860429,10/09/2020,4,99
34080429,10/09/2020,11,99
93180429,10/09/2020,11,91
97591429,10/09/2020,10,99
71191429,10/09/2020,8,91
43511429,10/09/2020,16,93
97111429,10/09/2020,15,93
45451429,10/09/2020,15,91
83461429,10/09/2020,5,91
27061429,10/09/2020,12,93
83412429,10/09/2020,16,91
21612429,10/09/2020,16,91
29812429,10/09/2020,15,91
41942429,10/09/2020,16,93
53552429,10/09/2020,4,91
11752429,10/09/2020,13,93
61562429,10/09/2020,15,99
83982429,10/09/2020,16,93
31703429,10/09/2020,14,99
60803429,10/09/2020,11,99
38813429,10/09/2020,1,98
67913429,10/09/2020,15,93
33453429,10/09/2020,14,91
20753429,10/09/2020,11,99
77863429,10/09/2020,15,91
88573429,10/09/2020,7,99
18904429,10/09/2020,2,91
11414429,10/09/2020,16,91
20514429,10/09/2020,2,91
19424429,10/09/2020,16,93
73164429,10/09/2020,15,93
69795529,10/09/2020,13,93
39315529,10/09/2020,12,91
67275529,10/09/2020,5,91
89406529,10/09/2020,15,93
53006529,10/09/2020,11,91
21346529,10/09/2020,17,91
33146529,10/09/2020,13,93
85376529,10/09/2020,12,93
43907529,10/09/2020,15,93
53717529,10/09/2020,12,91
96037529,10/09/2020,17,91
31247529,10/09/2020,2,91
87457529,10/09/2020,16,91
47267529,10/09/2020,16,99
89877529,10/09/2020,15,99
31818529,10/09/2020,14,93
34658529,10/09/2020,8,93
61578529,10/09/2020,12,91
37978529,10/09/2020,10,91
77119529,10/09/2020,13,99
84229529,10/09/2020,3,91
53329529,10/09/2020,15,91
36029529,10/09/2020,2,93
27739529,10/09/2020,10,91
70959529,10/09/2020,1,91
37069529,10/09/2020,17,91
16169529,10/09/2020,13,91
95079529,10/09/2020,14,91
34179529,10/09/2020,10,91
98589529,10/09/2020,12,91
63089529,10/09/2020,15,99
25210529,10/09/2020,13,93
23360529,10/09/2020,14,99
64070529,10/09/2020,11,99
61180529,10/09/2020,5,98
37391529,10/09/2020,15,93
29191529,10/09/2020,11,93
32411529,10/09/2020,5,93
51321529,10/09/2020,16,93
75731529,10/09/2020,13,93
93692529,10/09/2020,15,91
84112529,10/09/2020,7,91
72642529,10/09/2020,1,91
92452529,10/09/2020,12,93
99752529,10/09/2020,17,93
57952529,10/09/2020,11,93
15772529,10/09/2020,15,93
23782529,10/09/2020,16,93
17903529,10/09/2020,15,93
79513529,10/09/2020,16,93
43113529,10/09/2020,2,91
79323529,10/09/2020,12,91
17333529,10/09/2020,5,91
65243529,10/09/2020,16,93
55483529,10/09/2020,13,93
37804529,10/09/2020,6,93
87614529,10/09/2020,15,93
31834529,10/09/2020,15,91
13344529,10/09/2020,10,93
30074529,10/09/2020,11,93
24484529,10/09/2020,11,91
83805629,10/09/2020,14,93
31005629,10/09/2020,17,91
83615629,10/09/2020,14,93
77835629,10/09/2020,14,93
73755629,10/09/2020,15,99
41196629,10/09/2020,15,99
20006629,10/09/2020,8,91
43326629,10/09/2020,4,99
30436629,10/09/2020,5,91
11856629,10/09/2020,17,91
43897629,10/09/2020,17,91
81097629,10/09/2020,12,93
81427629,10/09/2020,15,93
64937629,10/09/2020,10,91
20047629,10/09/2020,13,93
55357629,10/09/2020,14,93
43987629,10/09/2020,17,93
99198629,10/09/2020,8,99
37108629,10/09/2020,14,91
15448629,10/09/2020,14,91
21848629,10/09/2020,13,93
59858629,10/09/2020,15,91
15068629,10/09/2020,13,91
37488629,10/09/2020,4,91
19619629,10/09/2020,11,93
39429629,10/09/2020,15,93
57629629,10/09/2020,17,91
35829629,10/09/2020,14,99
35639629,10/09/2020,10,93
53839629,10/09/2020,15,99
91749629,10/09/2020,10,91
22269629,10/09/2020,6,93
92079629,10/09/2020,2,93
29189629,10/09/2020,13,91
79990629,10/09/2020,15,91
28610629,10/09/2020,1,91
74010629,10/09/2020,15,91
81021629,10/09/2020,7,91
84241629,10/09/2020,3,91
33341629,10/09/2020,7,91
57751629,10/09/2020,15,91
81781629,10/09/2020,13,99
12202629,10/09/2020,16,93
78602629,10/09/2020,2,91
39312629,10/09/2020,6,91
83912629,10/09/2020,3,91
11442629,10/09/2020,14,93
55042629,10/09/2020,15,93
38552629,10/09/2020,14,93
23052629,10/09/2020,15,91
43862629,10/09/2020,15,91
96372629,10/09/2020,14,91
85472629,10/09/2020,12,91
67223629,10/09/2020,16,93
70443629,10/09/2020,2,91
69353629,10/09/2020,13,91
97363629,10/09/2020,17,91
73573629,10/09/2020,16,93
99973629,10/09/2020,10,99
37504629,10/09/2020,1,91
32004629,10/09/2020,1,91
81914629,10/09/2020,15,99
40634629,10/09/2020,14,93
37644629,10/09/2020,17,91
23044629,10/09/2020,16,93
21054629,10/09/2020,12,99
13284629,10/09/2020,14,91
19295729,10/09/2020,5,91
25215729,10/09/2020,9,93
27015729,10/09/2020,17,91
33225729,10/09/2020,7,91
45025729,10/09/2020,8,99
84935729,10/09/2020,6,91
93745729,10/09/2020,11,93
85355729,10/09/2020,12,91
21755729,10/09/2020,6,91
22275729,10/09/2020,10,93
80285729,10/09/2020,2,91
62896729,10/09/2020,1,91
57056729,10/09/2020,13,93
99666729,10/09/2020,16,93
63886729,10/09/2020,11,93
13697729,10/09/2020,15,91
71417729,10/09/2020,14,93
37437729,10/09/2020,14,91
39757729,10/09/2020,15,91
43167729,10/09/2020,10,91
20087729,10/09/2020,3,91
69518729,10/09/2020,17,93
49328729,10/09/2020,4,91
19138729,10/09/2020,15,99
19419729,10/09/2020,17,91
65629729,10/09/2020,15,93
69749729,10/09/2020,16,93
40269729,10/09/2020,2,91
30079729,10/09/2020,15,93
54489729,10/09/2020,11,93
51789729,10/09/2020,5,99
72200729,10/09/2020,2,91
39500729,10/09/2020,15,93
27510729,10/09/2020,12,99
47320729,10/09/2020,10,93
19930729,10/09/2020,14,91
78030729,10/09/2020,13,93
56940729,10/09/2020,8,91
77460729,10/09/2020,15,91
56370729,10/09/2020,4,91
90970729,10/09/2020,2,91
97891729,10/09/2020,16,99
14191729,10/09/2020,11,93
73811729,10/09/2020,16,91
42241729,10/09/2020,5,91
55751729,10/09/2020,16,91
33761729,10/09/2020,14,93
61771729,10/09/2020,17,91
10681729,10/09/2020,3,91
14422729,10/09/2020,5,91
82622729,10/09/2020,1,91
11052729,10/09/2020,15,93
23472729,10/09/2020,2,91
57213729,10/09/2020,11,91
39013729,10/09/2020,14,99
17023729,10/09/2020,12,99
19343729,10/09/2020,11,91
11143729,10/09/2020,4,91
45553729,10/09/2020,8,91
49153729,10/09/2020,3,91
99963729,10/09/2020,13,91
49394729,10/09/2020,14,91
71194729,10/09/2020,2,91
56404729,10/09/2020,14,91
29244729,10/09/2020,15,93
93844729,10/09/2020,11,91
95454729,10/09/2020,17,91
53654729,10/09/2020,13,93
14364729,10/09/2020,2,91
32564729,10/09/2020,15,93
77874729,10/09/2020,15,99
63084729,10/09/2020,12,93
13695829,10/09/2020,11,93
61895829,10/09/2020,6,91
78195829,10/09/2020,4,93
73405829,10/09/2020,16,91
56725829,10/09/2020,12,93
61745829,10/09/2020,17,91
89945829,10/09/2020,13,93
83165829,10/09/2020,15,93
19185829,10/09/2020,14,93
35396829,10/09/2020,6,98
41796829,10/09/2020,12,99
87526829,10/09/2020,16,93
18946829,10/09/2020,8,99
65056829,10/09/2020,15,91
53207829,10/09/2020,15,93
37807829,10/09/2020,6,91
11027829,10/09/2020,14,93
67757829,10/09/2020,15,93
90887829,10/09/2020,4,93
87518829,10/09/2020,14,93
33918829,10/09/2020,6,91
24438829,10/09/2020,8,93
73538829,10/09/2020,14,93
18038829,10/09/2020,11,93
62968829,10/09/2020,5,99
84578829,10/09/2020,12,99
49078829,10/09/2020,10,91
54388829,10/09/2020,8,91
89888829,10/09/2020,2,91
53009829,10/09/2020,15,93
64719829,10/09/2020,7,91
23819829,10/09/2020,6,91
43439829,10/09/2020,14,91
13389829,10/09/2020,13,91
60490829,10/09/2020,3,91
66600829,10/09/2020,3,91
15320829,10/09/2020,15,91
21530829,10/09/2020,12,91
55840829,10/09/2020,5,93
97260829,10/09/2020,11,99
19870829,10/09/2020,17,91
17401829,10/09/2020,15,91
65601829,10/09/2020,15,91
25411829,10/09/2020,14,91
35221829,10/09/2020,15,91
91141829,10/09/2020,15,93
23751829,10/09/2020,16,91
37161829,10/09/2020,11,99
66071829,10/09/2020,4,91
78681829,10/09/2020,12,99
29392829,10/09/2020,17,93
18012829,10/09/2020,11,93
93322829,10/09/2020,17,91
70572829,10/09/2020,3,91
29813829,10/09/2020,14,91
85023829,10/09/2020,14,93
14123829,10/09/2020,4,91
19383829,10/09/2020,15,91
64214829,10/09/2020,2,91
37914829,10/09/2020,1,91
25924829,10/09/2020,14,93
49334829,10/09/2020,14,91
11844829,10/09/2020,10,93
43454829,10/09/2020,15,93
32174829,10/09/2020,1,91
73205929,10/09/2020,14,93
58705929,10/09/2020,1,91
27615929,10/09/2020,15,93
99225929,10/09/2020,15,91
87425929,10/09/2020,1,91
30125929,10/09/2020,1,91
20216929,10/09/2020,5,91
16616929,10/09/2020,16,91
23916929,10/09/2020,15,91
79456929,10/09/2020,14,93
47466929,10/09/2020,11,91
33866929,10/09/2020,16,91
61066929,10/09/2020,17,91
25476929,10/09/2020,16,91
10976929,10/09/2020,14,93
97607929,10/09/2020,3,91
30447929,10/09/2020,5,91
55377929,10/09/2020,1,91
81777929,10/09/2020,14,91
42298929,10/09/2020,12,91
16608929,10/09/2020,11,99
48028929,10/09/2020,1,91
25138929,10/09/2020,9,91
38548929,10/09/2020,5,91
40158929,10/09/2020,12,91
69878929,10/09/2020,3,91
14188929,10/09/2020,12,91
55899929,10/09/2020,11,93
83619929,10/09/2020,17,93
85229929,10/09/2020,10,99
11629929,10/09/2020,7,93
48929929,10/09/2020,7,91
48739929,10/09/2020,1,91
56459929,10/09/2020,14,91
35559929,10/09/2020,15,93
91389929,10/09/2020,4,91
38689929,10/09/2020,6,91
12090929,10/09/2020,7,99
67110929,10/09/2020,11,91
81520929,10/09/2020,14,93
25120929,10/09/2020,15,93
71330929,10/09/2020,9,91
55211929,10/09/2020,3,91
63411929,10/09/2020,17,99
35831929,10/09/2020,15,93
58051929,10/09/2020,5,91
81992929,10/09/2020,17,91
99192929,10/09/2020,16,93
63502929,10/09/2020,13,98
39332929,10/09/2020,17,91
33932929,10/09/2020,13,93
22742929,10/09/2020,9,91
11842929,10/09/2020,14,99
95252929,10/09/2020,16,93
11272929,10/09/2020,10,93
69563929,10/09/2020,13,93
57763929,10/09/2020,15,91
39183929,10/09/2020,16,91
89134929,10/09/2020,3,91
81454929,10/09/2020,14,91
88754929,10/09/2020,2,91
15054929,10/09/2020,14,91
67474929,10/09/2020,15,91
58505029,10/09/2020,2,91
21015029,10/09/2020,16,99
49025029,10/09/2020,9,91
14855029,10/09/2020,4,91
75565029,10/09/2020,4,91
83765029,10/09/2020,1,91
83575029,10/09/2020,15,91
44285029,10/09/2020,8,91
27985029,10/09/2020,17,91
76085029,10/09/2020,17,91
98216029,10/09/2020,3,93
76226029,10/09/2020,2,91
88026029,10/09/2020,9,99
19736029,10/09/2020,15,91
36036029,10/09/2020,14,93
59876029,10/09/2020,15,91
61486029,10/09/2020,15,93
55607029,10/09/2020,14,91
53807029,10/09/2020,17,91
37027029,10/09/2020,14,93
76127029,10/09/2020,3,93
73947029,10/09/2020,2,91
15557029,10/09/2020,10,99
69967029,10/09/2020,15,91
67167029,10/09/2020,4,91
23187029,10/09/2020,12,93
99398029,10/09/2020,12,91
97598029,10/09/2020,16,91
34418029,10/09/2020,1,91
35128029,10/09/2020,14,91
61338029,10/09/2020,15,91
50438029,10/09/2020,3,91
13848029,10/09/2020,15,91
99678029,10/09/2020,15,91
68778029,10/09/2020,1,91
49488029,10/09/2020,8,91
44988029,10/09/2020,2,91
69009029,10/09/2020,8,91
67829029,10/09/2020,15,93
37349029,10/09/2020,15,93
56449029,10/09/2020,1,91
49959029,10/09/2020,3,91
85789029,10/09/2020,14,91
66200029,10/09/2020,2,91
66820029,10/09/2020,16,93
79330029,10/09/2020,16,91
61840029,10/09/2020,12,99
95201029,10/09/2020,11,91
42311029,10/09/2020,4,93
47621029,10/09/2020,14,93
39751029,10/09/2020,15,93
44681029,10/09/2020,1,91
45392029,10/09/2020,15,93
32692029,10/09/2020,1,91
99702029,10/09/2020,14,99
60222029,10/09/2020,11,91
53922029,10/09/2020,15,91
83732029,10/09/2020,12,99
99652029,10/09/2020,15,93
47852029,10/09/2020,17,93
45052029,10/09/2020,15,91
64152029,10/09/2020,7,91
55862029,10/09/2020,9,99
13633029,10/09/2020,11,91
93343029,10/09/2020,16,93
57943029,10/09/2020,15,93
12253029,10/09/2020,6,91
88653029,10/09/2020,1,91
43153029,10/09/2020,15,91
19363029,10/09/2020,15,91
40404029,10/09/2020,12,91
64004029,10/09/2020,11,91
87514029,10/09/2020,12,91
55714029,10/09/2020,13,99
45524029,10/09/2020,10,91
51444029,10/09/2020,15,93
64954029,10/09/2020,8,91
99264029,10/09/2020,15,93
43484029,10/09/2020,2,91
20105139,10/09/2020,3,91
42715139,10/09/2020,2,91
67025139,10/09/2020,12,91
79345139,10/09/2020,17,99
68255139,10/09/2020,12,99
69775139,10/09/2020,17,91
25175139,10/09/2020,2,91
71526139,10/09/2020,4,91
67446139,10/09/2020,14,91
21666139,10/09/2020,17,99
57686139,10/09/2020,17,93
12137139,10/09/2020,4,91
84457139,10/09/2020,5,91
73367139,10/09/2020,6,91
27777139,10/09/2020,6,91
74218139,10/09/2020,13,91
97918139,10/09/2020,14,91
97728139,10/09/2020,12,93
83648139,10/09/2020,13,91
19858139,10/09/2020,13,99
91278139,10/09/2020,12,99
27678139,10/09/2020,16,93
21088139,10/09/2020,16,91
80188139,10/09/2020,7,93
58719139,10/09/2020,11,93
27819139,10/09/2020,8,99
29239139,10/09/2020,13,91
80849139,10/09/2020,12,91
44259139,10/09/2020,1,91
63169139,10/09/2020,17,93
75589139,10/09/2020,4,91
21790139,10/09/2020,16,91
54200139,10/09/2020,2,91
31640139,10/09/2020,17,91
57660139,10/09/2020,15,91
13870139,10/09/2020,14,99
73011139,10/09/2020,17,91
17561139,10/09/2020,15,99
75571139,10/09/2020,9,93
15381139,10/09/2020,8,99
52012139,10/09/2020,7,91
72822139,10/09/2020,10,93
31252139,10/09/2020,13,91
14952139,10/09/2020,10,99
18362139,10/09/2020,15,99
49072139,10/09/2020,14,91
15282139,10/09/2020,12,93
77082139,10/09/2020,11,99
93293139,10/09/2020,16,91
75803139,10/09/2020,6,91
95613139,10/09/2020,15,91
76323139,10/09/2020,14,91
19833139,10/09/2020,1,91
28453139,10/09/2020,2,91
85753139,10/09/2020,15,93
75563139,10/09/2020,16,91
13573139,10/09/2020,15,93
67504139,10/09/2020,12,91
23904139,10/09/2020,13,91
56224139,10/09/2020,6,93
71724139,10/09/2020,7,93
35134139,10/09/2020,4,99
77644139,10/09/2020,13,93
66554139,10/09/2020,3,91
43895239,10/09/2020,12,93
53225239,10/09/2020,11,93
21425239,10/09/2020,14,93
29435239,10/09/2020,15,93
97345239,10/09/2020,13,91
20045239,10/09/2020,3,91
76255239,10/09/2020,11,99
12655239,10/09/2020,9,91
17155239,10/09/2020,16,91
75975239,10/09/2020,14,91
89385239,10/09/2020,13,93
49906239,10/09/2020,8,99
47726239,10/09/2020,16,93
61466239,10/09/2020,16,93
98766239,10/09/2020,15,91
77866239,10/09/2020,17,91
13217239,10/09/2020,17,93
81227239,10/09/2020,17,91
21037239,10/09/2020,15,99
66247239,10/09/2020,6,93
83547239,10/09/2020,12,91
73357239,10/09/2020,8,91
62457239,10/09/2020,16,93
91798239,10/09/2020,16,91
39138239,10/09/2020,12,99
93448239,10/09/2020,17,91
65058239,10/09/2020,7,91
14158239,10/09/2020,11,93
77478239,10/09/2020,14,93
46578239,10/09/2020,16,91
59039239,10/09/2020,13,99
89369239,10/09/2020,14,93
74679239,10/09/2020,2,91
78600239,10/09/2020,7,93
55900239,10/09/2020,12,93
57320239,10/09/2020,12,91
41920239,10/09/2020,11,99
37130239,10/09/2020,15,99
73240239,10/09/2020,17,93
49640239,10/09/2020,16,91
14570239,10/09/2020,15,91
78980239,10/09/2020,16,93
81491239,10/09/2020,16,91
59211239,10/09/2020,15,93
93621239,10/09/2020,13,93
12531239,10/09/2020,1,91
58641239,10/09/2020,3,91
72861239,10/09/2020,2,91
40061239,10/09/2020,5,91
64471239,10/09/2020,3,91
57981239,10/09/2020,10,93
84092239,10/09/2020,1,91
51102239,10/09/2020,6,91
72812239,10/09/2020,8,91
97932239,10/09/2020,12,93
93042239,10/09/2020,14,93
51862239,10/09/2020,14,91
81672239,10/09/2020,13,91
51482239,10/09/2020,14,91
14993239,10/09/2020,2,91
25603239,10/09/2020,15,93
81623239,10/09/2020,16,93
93233239,10/09/2020,12,91
59633239,10/09/2020,10,99
81143239,10/09/2020,15,93
85553239,10/09/2020,11,93
42663239,10/09/2020,10,91
59963239,10/09/2020,14,93
15173239,10/09/2020,3,91
85983239,10/09/2020,12,93
38204239,10/09/2020,2,91
37734239,10/09/2020,14,93
15934239,10/09/2020,9,91
27444239,10/09/2020,5,91
75454239,10/09/2020,17,91
43654239,10/09/2020,7,91
87064239,10/09/2020,17,99
35495339,10/09/2020,16,93
16915339,10/09/2020,1,91
49235339,10/09/2020,15,99
28335339,10/09/2020,12,93
12265339,10/09/2020,3,91
85585339,10/09/2020,16,93
33785339,10/09/2020,15,93
99996339,10/09/2020,15,93
40226339,10/09/2020,12,91
45536339,10/09/2020,3,91
71646339,10/09/2020,14,91
19656339,10/09/2020,17,93
59276339,10/09/2020,5,91
51886339,10/09/2020,14,97
29897339,10/09/2020,15,99
47097339,10/09/2020,12,99
23207339,10/09/2020,13,91
87427339,10/09/2020,13,91
15767339,10/09/2020,15,99
23967339,10/09/2020,16,93
16477339,10/09/2020,9,93
49508339,10/09/2020,14,91
53108339,10/09/2020,15,91
45718339,10/09/2020,11,93
21928339,10/09/2020,15,93
57468339,10/09/2020,15,93
78988339,10/09/2020,2,91
71209339,10/09/2020,11,91
88509339,10/09/2020,7,99
53009339,10/09/2020,17,93
15429339,10/09/2020,16,93
15239339,10/09/2020,12,93
75759339,10/09/2020,6,91
51779339,10/09/2020,5,91
67179339,10/09/2020,15,91
75320339,10/09/2020,14,93
63330339,10/09/2020,12,91
12430339,10/09/2020,8,91
